OBJECTID,PUBLIC_NAME,ADDRESS911,ZIPCODE,ACREAGE,PROPERTY_CLASSIFICATION,PPR_USE,PPR_DISTRICT
220,Solomon Sacks Playground,400 WASHINGTON AVE,19147,3.73851602,NEIGHBORHOOD_PARK,RECREATION_SITE,10
221,Victor J Moss Memorial Field,5700 TORRESDALE AVE,19135,3.69441502,NEIGHBORHOOD_PARK,RECREATION_SITE,2
222,Daniel E Rumph II Recreation Center,108 E JOHNSON ST,19144,3.67815928,NEIGHBORHOOD_PARK,RECREATION_SITE,4
223,Dorothy Emanuel Recreation Center,8545 PROVIDENT ST,19150,3.67859759,NEIGHBORHOOD_PARK,RECREATION_SITE,4
224,Francisville Recreation Center,1822 WYLIE ST,19130,3.68158443,NEIGHBORHOOD_PARK,RECREATION_SITE,7
225,Sister Clara Muhammad Square,1035 N 48TH ST,19131,3.59835117,NEIGHBORHOOD_PARK,SQUARE_PLAZA,8
226,Harpers Hollow Park,5850 OGONTZ AVE,19141,3.60079802,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,4
227,Joseph Deni Recreation Center,1381 RUAN ST,19124,3.5211193,NEIGHBORHOOD_PARK,RECREATION_SITE,3
228,James Allen Shuler Playground,3025 N 27TH ST,19132,2.99199934,NEIGHBORHOOD_PARK,RECREATION_SITE,6
229,Marian Anderson Recreation Center,776 S 17TH ST,19146,3.36090347,NEIGHBORHOOD_PARK,RECREATION_SITE,7
230,John Dickinson Square,1600 E MOYAMENSING AVE,19148,3.33035697,NEIGHBORHOOD_PARK,RECREATION_SITE,10
231,Disston Recreation Center,4500 DISSTON ST,19135,3.33071347,NEIGHBORHOOD_PARK,RECREATION_SITE,2
232,Feltonville Recreation Center,283 E WYOMING AVE,19120,3.27939271,NEIGHBORHOOD_PARK,RECREATION_SITE,3
233,Walter Palumbo Recreation Center,700 S 09TH ST,19147,3.22102789,NEIGHBORHOOD_PARK,RECREATION_SITE,10
234,Albert W Christy Sr Recreation Center,728 S 55TH ST,19143,3.15490535,NEIGHBORHOOD_PARK,RECREATION_SITE,8
235,Jefferson Square,300 WASHINGTON AVE,19147,3.12818229,NEIGHBORHOOD_PARK,SQUARE_PLAZA,10
236,East Poplar Field,901 N 08TH ST,19123,3.08133994,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,10
237,Lindbergh Park,2800 S 63RD ST,19142,3.12068512,NEIGHBORHOOD_PARK,MISC_PARK,9
238,William A Cibotti Recreation Center,2500 S 77TH ST,19153,3.06056892,NEIGHBORHOOD_PARK,RECREATION_SITE,9
239,Jacob Stinger Park,1400 S 32ND ST,19146,3.09860266,NEIGHBORHOOD_PARK,RECREATION_SITE,9
240,Northwood Park,999 ARROTT ST,19124,2.99613878,NEIGHBORHOOD_PARK,MISC_PARK,3
241,Lower Mayfair Playground,3001 ROBBINS ST,19149,2.98770799,NEIGHBORHOOD_PARK,RECREATION_SITE,2
242,Pleasant Hill Park,9201 N DELAWARE AVE,19136,47.86266401,REGIONAL_PARK,RECREATION_SITE,1
243,Robert T Heitzman Recreation Center,3645 AMBER ST,19134,2.90763767,NEIGHBORHOOD_PARK,RECREATION_SITE,5
244,Fairhill Square,2649 N LAWRENCE ST,19133,2.86247356,NEIGHBORHOOD_PARK,SQUARE_PLAZA,6
245,Wister Playground,4971 BAYNTON ST,19144,2.85423106,NEIGHBORHOOD_PARK,RECREATION_SITE,3
246,Charles H Chew Sr Playground,1800 WASHINGTON AVE,19146,2.79855396,NEIGHBORHOOD_PARK,RECREATION_SITE,9
247,Donald P Finnegan Recreation Center,1231 S 30TH ST,19146,2.80202394,NEIGHBORHOOD_PARK,RECREATION_SITE,9
248,Joseph V Kelly Memorial Playground,440 PARKER AVE,19128,2.77318268,NEIGHBORHOOD_PARK,MISC_PARK,4
249,Campbell Square,2525 E ALLEGHENY AVE,19134,2.61363752,NEIGHBORHOOD_PARK,SQUARE_PLAZA,5
250,Mill Creek Playground and Recreation Center,4728 BROWN ST,19139,2.62731317,NEIGHBORHOOD_PARK,RECREATION_SITE,8
251,Morton Playground,88 E HAINES ST,19144,2.60301028,NEIGHBORHOOD_PARK,RECREATION_SITE,4
252,Woodside Park,3918 CONSHOHOCKEN AVE,19131,2.61973802,NEIGHBORHOOD_PARK,RECREATION_SITE,7
253,Miles Mack Playground,736 N 36TH ST,19104,2.53458817,NEIGHBORHOOD_PARK,RECREATION_SITE,7
254,Cloverly Park,5425 WISSAHICKON AVE,19144,2.54429248,NEIGHBORHOOD_PARK,MISC_PARK,4
255,Roberto Clemente Playground,1800 WALLACE ST,19130,2.54275828,NEIGHBORHOOD_PARK,RECREATION_SITE,7
256,Juniata Park Older Adult Center,1231 E SEDGLEY AVE,19124,2.5153734,NEIGHBORHOOD_PARK,RECREATION_SITE,5
257,Matthias Baldwin Park,429 N 19TH ST,19130,2.15206896,NEIGHBORHOOD_PARK,SQUARE_PLAZA,7
258,Conestoga Community Playground,5300 MEDIA ST,19131,2.4565132000000003,NEIGHBORHOOD_PARK,RECREATION_SITE,8
259,Dave Dougherty (Hetzell) Field,1301 E COLUMBIA AVE,19125,2.46357172,NEIGHBORHOOD_PARK,MISC_PARK,5
260,Bernard Samuel Playground,3539 GAUL ST,19134,2.43286816,NEIGHBORHOOD_PARK,RECREATION_SITE,5
261,Frank JG Dorsey Memorial Playground,6501 HEGERMAN ST,19135,2.41679729,NEIGHBORHOOD_PARK,RECREATION_SITE,2
262,John F Kennedy Plaza (LOVE Park),1501 JOHN F KENNEDY BLVD,19102,2.4140907000000005,NEIGHBORHOOD_PARK,SQUARE_PLAZA,7
263,12th and Cambria Playground,2900 N 12TH ST,19133,2.33738358,NEIGHBORHOOD_PARK,RECREATION_SITE,6
264,Starr Garden Playground,606 LOMBARD ST,19147,2.16684814,NEIGHBORHOOD_PARK,RECREATION_SITE,10
265,Womrath Park,4098 FRANKFORD AVE,19124,2.16768877,NEIGHBORHOOD_PARK,SQUARE_PLAZA,3
266,Thomas I Guerin Recreation Center,2201 S 16TH ST,19145,2.04682979,NEIGHBORHOOD_PARK,RECREATION_SITE,9
267,Clarkson Park,5475 N BROAD ST,19141,2.0713901999999997,NEIGHBORHOOD_PARK,SQUARE_PLAZA,3
268,Michael Foglietta Plaza,109 SPRUCE ST,19106,2.0569766,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,10
269,South Philadelphia Older Adult Center,1430 E PASSYUNK AVE,19147,1.87523231,NEIGHBORHOOD_PARK,OLDER_ADULT_CENTER,9
270,Pretzel Park,4300 SILVERWOOD ST,19127,2.01667929,NEIGHBORHOOD_PARK,MISC_PARK,4
271,A Guiseppe DiSilvestro Playground,1700 S BROAD ST,19145,1.99073614,NEIGHBORHOOD_PARK,RECREATION_SITE,9
272,Penrose Memorial Playground,1101 W SUSQUEHANNA AVE,19133,1.95739313,NEIGHBORHOOD_PARK,RECREATION_SITE,6
273,Charles Seger Park,1020 LOMBARD ST,19147,1.91130492,NEIGHBORHOOD_PARK,RECREATION_SITE,10
274,Eric N Casiano Field,2301 N 04TH ST,19133,1.87151266,NEIGHBORHOOD_PARK,MISC_PARK,6
275,Venice Island Performing Arts and Recreation Center,25 LOCK ST,19127,4.8432434,NEIGHBORHOOD_PARK,RECREATION_SITE,4
276,Hancock Playground,1403 N HANCOCK ST,19122,1.78342195,NEIGHBORHOOD_PARK,RECREATION_SITE,10
277,Howard Sayre Morris Recreation Center,5825 SPRUCE ST,19139,1.60589897,NEIGHBORHOOD_PARK,RECREATION_SITE,8
278,Reverend Edward P Burke Playground,2198 S 2ND ST,19148,1.7118266,NEIGHBORHOOD_PARK,RECREATION_SITE,10
279,Kay Park,4712 PULASKI AVE,19144,1.7902299,NEIGHBORHOOD_PARK,MISC_PARK,3
280,Sherwood Park,5601 BALTIMORE AVE,19143,1.64745499,NEIGHBORHOOD_PARK,MISC_PARK,8
281,Howell Park,5215 GREENE ST,19144,1.55902014,NEIGHBORHOOD_PARK,MISC_PARK,4
282,Norman (Butch) Ellis Playground,714 N 39TH ST,19104,1.47979027,NEIGHBORHOOD_PARK,RECREATION_SITE,7
283,Michael J Towey Playground,1866 N HOWARD ST,19122,1.45197791,NEIGHBORHOOD_PARK,RECREATION_SITE,10
284,Fishtown Recreation Center,1222 E MONTGOMERY AVE,19125,1.41982201,NEIGHBORHOOD_PARK,RECREATION_SITE,5
285,Shot Tower Playground,129 CARPENTER ST,19147,1.43815932,NEIGHBORHOOD_PARK,RECREATION_SITE,10
286,Marian Winfield Hissey Recreation Center,424 E INDIANA AVE,19134,1.44120913,NEIGHBORHOOD_PARK,RECREATION_SITE,5
287,Shevchenko Park,5301 N BROAD ST,19141,1.32062676,NEIGHBORHOOD_PARK,SQUARE_PLAZA,3
288,Jerome Brown Playground,1987 W ONTARIO ST,19140,1.3830056999999998,NEIGHBORHOOD_PARK,RECREATION_SITE,6
289,Inn Yard Park,4250 RIDGE AVE,19129,1.41830039,NEIGHBORHOOD_PARK,MISC_PARK,7
290,Ralph R Rizzo Sr Ice Rink,1101 S FRONT ST,19147,1.27812941,NEIGHBORHOOD_PARK,RECREATION_SITE,10
291,Lovett Park,6941 GERMANTOWN AVE,19119,1.2263215,NEIGHBORHOOD_PARK,MISC_PARK,4
292,Kelly Pool,4200 LANSDOWNE DR,19131,1.32842071,NEIGHBORHOOD_PARK,POOL,7
293,30th and Jefferson Playground,3007 JEFFERSON ST,19121,1.20243016,NEIGHBORHOOD_PARK,MISC_PARK,7
294,20th and Tioga Field,2001 W TIOGA ST,19140,1.19523722,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,6
295,Nelson M Herron Playground and Recreation Center,1322 S 02ND ST,19147,1.11985807,NEIGHBORHOOD_PARK,RECREATION_SITE,10
296,Buist Park,2528 HOBSON ST,19142,1.10659534,NEIGHBORHOOD_PARK,SQUARE_PLAZA,9
297,Black Coyle and McBride Playground,2137 E HAZZARD ST,19125,1.06784046,NEIGHBORHOOD_PARK,RECREATION_SITE,5
298,Russell DeRitis Playground,5655 GRAYS AVE,19143,1.03564125,NEIGHBORHOOD_PARK,MISC_PARK,9
299,Fairview Park,4418 MANAYUNK AVE,19128,1.01087545,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,4
300,Hawthorne Cultural Center,1200 CARPENTER ST,19147,1.02238715,NEIGHBORHOOD_PARK,RECREATION_SITE,10
301,Winston Park,185 E WILLOW GROVE AVE,19118,1.0151591,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,4
302,Konrad Square,2200 E DAUPHIN ST,19125,1.01608216,NEIGHBORHOOD_PARK,SQUARE_PLAZA,5
303,Ridgway Park,1301 CARPENTER ST,19147,1.0155087999999999,NEIGHBORHOOD_PARK,MISC_PARK,10
304,Lincoln Indoor Pool,7437 ROWLAND AVE,19136,0.86936922,NEIGHBORHOOD_PARK,RECREATION_SITE,1
305,Woodward Pines,7922 LINCOLN DR,19118,1.35453649,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,4
306,33rd and Wallace Playground,3302 WALLACE ST,19104,0.9468593000000001,NEIGHBORHOOD_PARK,RECREATION_SITE,7
307,Ann P Nichols Park,5430 RACE ST,19139,0.88560891,NEIGHBORHOOD_PARK,MISC_PARK,8
308,Weccacoe Square,425 QUEEN ST,19147,0.90374193,NEIGHBORHOOD_PARK,RECREATION_SITE,10
309,Frankford and Pennypack Park,4400 PENNYPACK ST,19136,0.91624904,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,1
310,Colonel Thomas J Powers Park,2987 ALMOND ST,19134,0.89805067,NEIGHBORHOOD_PARK,SQUARE_PLAZA,5
311,Gold Star Park,613 WHARTON ST,19147,0.88294593,NEIGHBORHOOD_PARK,MISC_PARK,9
312,Hawthorne Park,750 S 12TH ST,19147,0.8745805,NEIGHBORHOOD_PARK,SQUARE_PLAZA,10
313,East Passyunk Community Recreation Center,1027 MIFFLIN ST,19148,0.79462919,NEIGHBORHOOD_PARK,RECREATION_SITE,9
314,Thomas P Stokley Recreation Center,3000 EDGEMONT ST,19134,0.84238361,NEIGHBORHOOD_PARK,RECREATION_SITE,5
315,Cedar Park,4917 BALTIMORE AVE,19143,0.83899354,NEIGHBORHOOD_PARK,MISC_PARK,8
316,Waterloo Playground,2501 WATERLOO ST,19133,1.03774369,NEIGHBORHOOD_PARK,RECREATION_SITE,6
317,75th and Chelwynde Play Lot,2604 ISLAND AVE,19153,0.81384714,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,9
318,Tip Top Playground,1013 N HOPE ST,19123,0.78631905,NEIGHBORHOOD_PARK,RECREATION_SITE,10
319,Palmer Park,1701 FRANKFORD AVE,19125,0.81570694,NEIGHBORHOOD_PARK,SQUARE_PLAZA,5
320,Trenton and Auburn Playground,2222 E AUBURN ST,19134,0.80820412,NEIGHBORHOOD_PARK,MISC_PARK,5
321,James Otis Ford Playground,633 SNYDER AVE,19148,0.79992643,NEIGHBORHOOD_PARK,RECREATION_SITE,9
322,Ben Barkan Park,4998 SPRUCE ST,19143,0.78107903,NEIGHBORHOOD_PARK,MISC_PARK,8
323,Charles A Baker Playground,5433 LANSDOWNE AVE,19131,0.7591140000000001,NEIGHBORHOOD_PARK,RECREATION_SITE,8
324,8th and Diamond Playground,2098 N 08TH ST,19122,0.72495076,NEIGHBORHOOD_PARK,RECREATION_SITE,6
325,Frank S Nelson Jr Memorial Recreation Center,2528 N 03RD ST,19133,0.72068601,NEIGHBORHOOD_PARK,RECREATION_SITE,6
326,Fitler Square,2301 PINE ST,19103,0.72002961,NEIGHBORHOOD_PARK,SQUARE_PLAZA,7
327,Vincent G Panati Playground,3115 N 22ND ST,19132,0.70142508,NEIGHBORHOOD_PARK,RECREATION_SITE,6
328,Veterans Memorial Recreation Center of the Nineteenth Ward,800 W CUMBERLAND ST,19133,0.6574813,NEIGHBORHOOD_PARK,RECREATION_SITE,6
329,Heritage Park Playground,1533 W CLEARFIELD ST,19132,0.66935052,NEIGHBORHOOD_PARK,RECREATION_SITE,6
330,Frank Glavin Playground,2612 E WESTMORELAND ST,19134,0.62876166,NEIGHBORHOOD_PARK,RECREATION_SITE,5
331,Marie Winchester Playground,2326 N 15TH ST,19132,0.61297779,NEIGHBORHOOD_PARK,RECREATION_SITE,6
332,Triangle Park,5419 UPLAND WAY,19131,0.61992157,NEIGHBORHOOD_PARK,MISC_PARK,8
333,Cianfrani Park,721 S 08TH ST,19147,0.60877382,NEIGHBORHOOD_PARK,SQUARE_PLAZA,10
334,Garden Court,4710 SPRUCE ST,19143,0.58517395,NEIGHBORHOOD_PARK,MISC_PARK,8
335,Clayborne and Lewis Playground,1101 N 38TH ST,19104,0.59067708,NEIGHBORHOOD_PARK,RECREATION_SITE,7
336,Merritt Square,1321 STEINBER ST,19124,0.56397668,NEIGHBORHOOD_PARK,SQUARE_PLAZA,5
337,Gerald J Maguire Playground,155 W LEHIGH AVE,19133,0.5610965,NEIGHBORHOOD_PARK,MISC_PARK,6
338,Sabatino La Noce Park,5119 ROCHELLE AVE,19128,0.63945891,NEIGHBORHOOD_PARK,MISC_PARK,4
339,Mario Lanza Park,214 CATHARINE ST,19147,0.50692024,NEIGHBORHOOD_PARK,SQUARE_PLAZA,10
340,37th and Mount Vernon Playground ,614 N 37TH ST,19104,0.47816866,POCKET_PARK,MISC_PARK,7
341,James L Wright Playground,3340 HAVERFORD AVE,19104,0.54906109,NEIGHBORHOOD_PARK,RECREATION_SITE,7
342,Hagert Street Playground,2034 E HAGERT ST,19125,0.48635495,POCKET_PARK,MISC_PARK,5
343,Mollbore Terrace Park,1226 MOLLBORE TER,19148,1.42962527,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,9
344,Ramblers Recreation Center,851 E TIOGA ST,19134,3.17211055,NEIGHBORHOOD_PARK,RECREATION_SITE,5
345,Philadelphia History Museum at the Atwater Kent,15 S 7TH ST,19106,0.44448994,POCKET_PARK,MUSEUM,10
346,Lloyd Hall Recreation Center,800 KELLY DR,19130,1.2645589,NEIGHBORHOOD_PARK,RECREATION_SITE,7
347,Wilmot Park,1801 MEADOW ST,19124,0.42003917,POCKET_PARK,RECREATION_SITE,5
348,Anna M Ross Park,1000 W GLENWOOD AVE,19133,0.41942625,POCKET_PARK,BREEZEWAY_ISLAND,6
349,Emanuel Weinberg Park,2205 S 06TH ST,19148,0.42156986,POCKET_PARK,SQUARE_PLAZA,10
350,Corporal George J Reed Jr Memorial Playground,213 W ONTARIO ST,19140,0.39665206,POCKET_PARK,MISC_PARK,6
351,Wissahickon Neighbors Playground,3901 TERRACE ST,19128,0.39599284,POCKET_PARK,MISC_PARK,4
352,Louis I Kahn Park,328 S 11TH ST,19107,0.38831953,POCKET_PARK,SQUARE_PLAZA,10
353,Benson Park,1444 N 04TH ST,19122,0.39455246,POCKET_PARK,MISC_PARK,10
354,Christ Church Park,35 N 02ND ST,19106,0.13202721,POCKET_PARK,HISTORIC_SITE,10
355,John (Steve) Schmidt Playground,113 W ONTARIO ST,19140,0.36659798,POCKET_PARK,RECREATION_SITE,6
356,OConnor Pool,577 S TANEY ST,19146,0.37364796,POCKET_PARK,POOL,7
357,Delancey Park,311 DELANCEY ST,19106,0.58590366,NEIGHBORHOOD_PARK,MISC_PARK,10
358,Edward Shippen Plaza (Bainbridge Green),300 BAINBRIDGE ST,19147,0.34839846,POCKET_PARK,SQUARE_PLAZA,10
359,Market Square Park,5501 GERMANTOWN AVE,19144,0.34663667,POCKET_PARK,SQUARE_PLAZA,4
360,Northeast Lions Park,7966 OXFORD AVE,19111,0.38465859,POCKET_PARK,SQUARE_PLAZA,1
361,Hedge Street Park,4610 HEDGE ST,19124,0.43025854,POCKET_PARK,MISC_PARK,5
362,Etting Park,3255 N MARSTON ST,19129,0.30886554,POCKET_PARK,SQUARE_PLAZA,6
363,Lederer Pool,618 MOYER ST,19125,0.29258007,POCKET_PARK,POOL,5
364,Strawberry Mansion Playground,3369 RIDGE AVE,19132,0.38469283,POCKET_PARK,MISC_PARK,7
365,Julian Abele Park,923 S 22ND ST,19146,0.28605199,POCKET_PARK,SQUARE_PLAZA,7
366,Ralph Brooks Park,1601 S 20TH ST,19145,0.28543655,POCKET_PARK,MISC_PARK,9
367,Gilbert Stuart Park,5132 GERMANTOWN AVE,19144,0.28774131,POCKET_PARK,SQUARE_PLAZA,4
368,Nicetown Park,4377 GERMANTOWN AVE,19140,0.25127182,POCKET_PARK,BREEZEWAY_ISLAND,3
369,West Oak Lane Senior Center,7210 OGONTZ AVE,19138,0.22888162,POCKET_PARK,OLDER_ADULT_CENTER,4
370,Mummers Museum,200 WASHINGTON AVE,19147,0.24996843,POCKET_PARK,MUSEUM,10
371,Diamond Park,2045 N 18TH ST,19121,0.2476259,POCKET_PARK,SQUARE_PLAZA,6
372,Ned Wolf Park,7018 MC CALLUM ST,19119,0.24682004,POCKET_PARK,SQUARE_PLAZA,4
373,Betsy Ross House,239 ARCH ST,19106,0.2361891,POCKET_PARK,HISTORIC_SITE,10
374,Giuseppe Bardascino Park,1000 S 10TH ST,19147,0.23351745,POCKET_PARK,SQUARE_PLAZA,10
375,Karen Donnelly Park,230 DICKINSON ST,19147,0.23304553,POCKET_PARK,MISC_PARK,10
376,Thomas Hart Park,1321 N 04TH ST,19122,0.21553456,POCKET_PARK,MISC_PARK,10
377,Montgomery and Croskey Play Lot,2235 W MONTGOMERY AVE,19121,0.20059691,POCKET_PARK,MISC_PARK,6
378,Frank Palumbo Sr Park,723 CATHARINE ST,19147,0.20163511,POCKET_PARK,SQUARE_PLAZA,10
379,Hamilton Park,547 RISING SUN AVE,19140,0.17701566,POCKET_PARK,BREEZEWAY_ISLAND,6
380,Charles J Buckley Park,8199 GERMANTOWN AVE,19118,0.16285274,POCKET_PARK,BREEZEWAY_ISLAND,4
381,John C Anderson Cultural Center,5323 OVERBROOK AVE,19131,0.13331633,POCKET_PARK,RECREATION_SITE,8
382,Mantua Community Garden,520 N 34TH ST,19104,0.14797246,POCKET_PARK,URBANAGRICULTURE_GARDEN,7
383,Madison War Memorial,595 N 02ND ST,19123,0.14119793,POCKET_PARK,SQUARE_PLAZA,10
384,22nd and Ontario Park,3400 N 22ND ST,19140,0.14864821,POCKET_PARK,MISC_PARK,6
385,Louis P Paolone Sr Park,732 SEARS ST,19147,0.08951335,POCKET_PARK,SQUARE_PLAZA,9
386,Daly Park,1240 W SEDGELY AVE,19133,0.08468274,POCKET_PARK,BREEZEWAY_ISLAND,6
387,Beck Park,839 S 02ND ST,19147,0.07427552,POCKET_PARK,URBANAGRICULTURE_GARDEN,10
388,Coxe Park,2132 CHERRY ST,19103,0.10927567,POCKET_PARK,MISC_PARK,7
389,Greble Post War Memorial,1327 S 03RD ST,19147,0.04842489,POCKET_PARK,SQUARE_PLAZA,10
390,18th and Jackson War Memorial,1800 W PASSYUNK AVE,19145,0.08338381,POCKET_PARK,SQUARE_PLAZA,9
391,22nd and Catharine Park,2200 CATHARINE ST,19146,0.04624432,POCKET_PARK,MISC_PARK,7
392,Boone Park,4200 BOONE ST,19128,1.80264015,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,4
393,I-95 Park,,19147,13.0735898,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,10
394,General Casimir Pulaski Park,3001 E ALLEGHENY AVE,19134,1.93025953,NEIGHBORHOOD_PARK,MISC_PARK,5
395,Manton Street Park,405 MANTON ST,19147,0.06139029,POCKET_PARK,BREEZEWAY_ISLAND,10
396,Cecil B Moore Recreation Center,2563 N 22ND ST,19132,2.13806803,NEIGHBORHOOD_PARK,RECREATION_SITE,6
397,Shofuso Japanese Garden,4301 LANSDOWNE DR,19131,1.08153134,NEIGHBORHOOD_PARK,MUSEUM,7
398,61st and Cobbs Creek Park,61ST & COBBS CREEK,19143,5.16389835,NEIGHBORHOOD_PARK,MISC_PARK,8
399,Stiles Street Play Lot,1608 W STILES ST,19121,0.01924614,POCKET_PARK,MISC_PARK,7
400,Paines Park,400 MARTIN LUTHER KING DRIVE,19103,2.82548203,NEIGHBORHOOD_PARK,MISC_PARK,7
401,Danny Boyle Community Park,2401 GERMANTOWN AVE,19133,0.35155594,POCKET_PARK,SQUARE_PLAZA,6
402,Wissahickon East,7530 ANDERSON ST,19119,5.614821,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,4
403,June 5th Memorial Park ,2140 MARKET ST,19103,0.11207944,POCKET_PARK,SQUARE_PLAZA,7
404,Ingersoll Park,1300 N 16TH ST,19121,0.77307863,NEIGHBORHOOD_PARK,SQUARE_PLAZA,7
405,Eakins Oval,2451 BENJAMIN FRANKLIN PKWY,19130,7.82014944,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,7
406,Park Towne,2250 BENJAMIN FRANKLIN PKWY,19130,3.74697559,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,7
407,Poquessing Creek Park 4,3601 ACADEMY RD,19154,60.78946883,REGIONAL_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
408,Poquessing Creek Park 3,3125 MECHANICSVILLE RD,19154,32.11699727,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
409,Poquessing Creek Park 5,4341 WHITING RD,19154,23.06549906,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
410,Poquessing Creek Park 8,9925 HEGERMAN ST,19114,16.43644613,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
411,Poquessing Creek Park 6,130 DIMARCO DR,19154,15.12042514,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
412,Poquessing Creek Park 7,10501 KNIGHTS RD,19154,12.67045448,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
413,Poquessing Creek Park 2,1300 POQUESSING CREEK DR,19116,3.42031694,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
414,Fairmount Drainage Right of Way 1,190 ALBURGER AVE,19115,52.64595238,REGIONAL_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
415,Fairmount Drainage Right of Way 7,10901 WALDEMIRE DR,19154,52.18075358,REGIONAL_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
416,Fairmount Drainage Right of Way 2,8601 VERREE RD,19115,22.13654398,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
417,Fairmount Drainage Right of Way 5,3460 MORRELL AVE,19114,25.35725682,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
418,Fairmount Drainage Right of Way 4,2870 WILLITS RD,19136,5.65857992,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
419,Fairmount Drainage Right of Way 3,2620 MAXWELL ST,19152,5.12008341,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
420,Fairmount Drainage Right of Way 8,3777 MORRELL AVE,19114,8.40863672,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
421,Fairmount Drainage Right of Way 6,3099 WOODHAVEN RD,19154,3.29825943,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
422,Glen Foerd on the Delaware,5001 GRANT AVE,19114,22.89651846,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
423,Allens Lane Art Center,651 W ALLENS LN,19119,6.57466701,NEIGHBORHOOD_PARK,RECREATION_SITE,4
424,Eric W (Hank) Gathers Jr Recreation Center,2501 W DIAMOND ST,19121,3.6915061000000002,NEIGHBORHOOD_PARK,RECREATION_SITE,6
425,River Field,302 N 24TH ST,19103,6.55980699,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,7
426,Levy Park,1635 ARCH ST,19103,0.6092861999999999,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,7
427,Kingsessing Recreation Center,4901 KINGSESSING AVE,19143,9.15492108,NEIGHBORHOOD_PARK,RECREATION_SITE,8
428,William Lanier Park,1600 S 29TH ST,19145,4.11998635,NEIGHBORHOOD_PARK,RECREATION_SITE,9
429,Irish and Scottish Immigration Memorials,111 S FRONT ST,19106,1.85246038,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,10
430,Korean War Veterans Memorial,109 SPRUCE ST,19106,1.30860834,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,10
431,Philadelphia Vietnam Veterans Memorial,10 SPRUCE ST,19106,1.96488927,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,10
432,Northern Liberties Recreation Center,315 FAIRMOUNT AVE,19123,0.6547310000000001,NEIGHBORHOOD_PARK,RECREATION_SITE,10
433,Aviator Park,200 N 19TH ST,19103,1.89705075,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,7
434,Sister Cities Park,200 N 18TH ST,19103,1.73994067,NEIGHBORHOOD_PARK,SQUARE_PLAZA,7
435,Cret Park,110 N 16TH ST,19103,1.12740815,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,7
436,Torun Triangle,1716 RACE ST,19103,0.62817212,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,7
437,Binswanger Triangle,2200 BENJ FRANKLIN PKY,19130,0.22313246,POCKET_PARK,GREENWAY_PARKWAY,7
438,Tacony Boat Launch,5198 PRINCETON AVE,19135,7.13032376,NEIGHBORHOOD_PARK,BOATHOUSE_LAUNCH,2
439,Carpenters Woods,801 W SEDGWICK ST,19119,42.23422159,REGIONAL_PARK,CONSERVATION_DRAINAGE_WATERSHED,4
440,Officer Robert Hayes Memorial Playground Woods,9850 E ROOSEVELT BLV,19115,19.06275018,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
